Judul Berita,Link Berita,Link Gambar
"Kemenhub Buka 18.017 Formasi CASN 2024, Ini Rincian dan Syaratnya",http://www.kompas.com/tren/read/2024/04/20/143000965/kemenhub-buka-18.017-formasi-casn-2024-ini-rincian-dan-syaratnya,https://asset.kompas.com/crops/dve1eMulsCOPMSCQO5ryg5wVR-w=/114x0:1194x720/490x326/data/photo/2022/09/14/6321e30547ea6.jpg
"UPDATE Formasi CPNS-PPPK IKN, Kemenag, Kemenhub, Kemenkes, Kemendikbud, dan Bawaslu 2024",http://www.kompas.com/tren/read/2024/04/19/160000265/update-formasi-cpns-pppk-ikn-kemenag-kemenhub-kemenkes-kemendikbud-dan,https://asset.kompas.com/crops/QXpHBc72r0Kq6DQz0lQnIy-OF7I=/83x0:926x562/230x153/data/photo/2023/09/11/64fe8285acaaa.jpg
Pesan Menteri PANRB ke 1.875 CPNS Kemenhub: Miliki Budaya Melayani Bukan Dilayani,http://money.kompas.com/read/2022/10/25/214000626/pesan-menteri-panrb-ke-1.875-cpns-kemenhub--miliki-budaya-melayani-bukan,https://asset.kompas.com/crops/H1RhZ-BLS-uLkemQdaYkYR_7C58=/0x0:0x0/230x153/data/photo/2022/10/21/63525703543c9.jpeg
"SKB Kemenhub 2021 Pakai Tes Kesehatan Jasmani dan Jiwa, Ini Bobot Nilainya",http://money.kompas.com/read/2021/11/15/131218826/skb-kemenhub-2021-pakai-tes-kesehatan-jasmani-dan-jiwa-ini-bobot-nilainya,https://asset.kompas.com/crops/eVW_PyGqWfKRpdI91slN6UVVzjY=/0x0:901x601/230x153/data/photo/2021/11/11/618d05e998c5d.png
Jadwal dan Lokasi SKD CPNS Kemenhub 2021,http://www.kompas.com/tren/read/2021/09/15/200600465/jadwal-dan-lokasi-skd-cpns-kemenhub-2021,https://asset.kompas.com/crops/DO0OPxpXiGihVzXVV0DAeEF-0mw=/0x4:781x525/230x153/data/photo/2021/09/15/6141e1fbf36d7.png
