Judul Berita,Link Berita,Link Gambar
Penyelidikan Laka Maut Bus Study Tour SMP PGRI Libatkan Tim Ahli Kemenhub,https://www.detik.com/jatim/berita/d-7354849/penyelidikan-laka-maut-bus-study-tour-smp-pgri-libatkan-tim-ahli-kemenhub,
"Jadwal Pendaftaran Sekolah Kedinasan Kemenhub 2024, Catat Persyaratannya",https://www.detik.com/jatim/berita/d-7347312/jadwal-pendaftaran-sekolah-kedinasan-kemenhub-2024-catat-persyaratannya,
Cara Cek Formasi CPNS 2024 Lewat Online,https://finance.detik.com/cpns/d-7256938/cara-cek-formasi-cpns-2024-lewat-online,
Temuan Kemenhub: Banyak Bus Pariwisata Tak Laik Jalan,https://finance.detik.com/berita-ekonomi-bisnis/d-7356162/temuan-kemenhub-banyak-bus-pariwisata-tak-laik-jalan,
Kemenhub Ungkap Pesawat Jatuh di BSD Tangsel dari Indonesia Flying Club,https://news.detik.com/berita/d-7347783/kemenhub-ungkap-pesawat-jatuh-di-bsd-tangsel-dari-indonesia-flying-club,
Horeee! CPNS Juga Bakal Dapet THR 2024,https://finance.detik.com/berita-ekonomi-bisnis/d-7243312/horeee-cpns-juga-bakal-dapet-thr-2024,
Kemenhub Antisipasi Lonjakan Mudik Via Jalur Laut,https://finance.detik.com/infrastruktur/d-7252612/kemenhub-antisipasi-lonjakan-mudik-via-jalur-laut,
58.694 Penumpang Ikut Program Mudik Gratis Kemenhub,https://news.detik.com/berita/d-7246097/58-694-penumpang-ikut-program-mudik-gratis-kemenhub,
Kemenhub-Polri Bakal Cek Kelayakan Bus Pariwisata di 6 Provinsi,https://news.detik.com/detiktv/d-7341966/kemenhub-polri-bakal-cek-kelayakan-bus-pariwisata-di-6-provinsi,
Format Surat Pernyataan Seleksi Sekolah Kedinasan Kemenhub 2024 dan Linknya,https://www.detik.com/jogja/kota-pelajar/d-7341597/format-surat-pernyataan-seleksi-sekolah-kedinasan-kemenhub-2024-dan-linknya,
