Judul Berita,Link Berita,Link Gambar
"Cara Masuk STAN, Kuliah Gratis Lulusan Jadi CPNS Kemenkeu hingga Pemda",http://www.kompas.com/edu/read/2022/12/01/162723471/cara-masuk-stan-kuliah-gratis-lulusan-jadi-cpns-kemenkeu-hingga-pemda,https://asset.kompas.com/crops/kZYGWuyHl9odlLjzwGK-2wqzxiw=/0x280:1080x1000/490x326/data/photo/2022/08/18/62fdf071e0c39.jpeg
Ini Link Pengumuman Hasil Seleksi CPNS 2019 Kementerian Keuangan,http://www.kompas.com/tren/read/2020/10/31/123539465/ini-link-pengumuman-hasil-seleksi-cpns-2019-kementerian-keuangan,https://asset.kompas.com/crops/gZUnfcG98ein4ExzW9ALu0Jhy5k=/0x0:685x457/230x153/data/photo/2020/10/31/5f9ceb463ca9e.png
Ini Jadwal dan Lokasi SKB CPNS Kemenkeu,http://www.kompas.com/tren/read/2020/08/21/080000165/ini-jadwal-dan-lokasi-skb-cpns-kemenkeu,https://asset.kompas.com/crops/fS3_wq81yxiug3vRR4HOSQf_uK0=/0x0:449x299/230x153/data/photo/2020/03/24/5e79374c4e110.png
[POPULER MONEY] Jiwasraya Akan Ditutup | Rekrutmen CPNS Kemenkeu Dihentikan Sementara,http://money.kompas.com/read/2020/07/09/060800526/-populer-money-jiwasraya-akan-ditutup-rekrutmen-cpns-kemenkeu-dihentikan,https://asset.kompas.com/crops/6bIt8kAJaIpipGdD45G0eJdUO_I=/83x0:769x457/230x153/data/photo/2018/11/06/3521060498.JPG
Kemenkeu Hentikan Sementara Rekrutmen CPNS dan Mahasiswa STAN,http://money.kompas.com/read/2020/07/08/100810926/kemenkeu-hentikan-sementara-rekrutmen-cpns-dan-mahasiswa-stan,https://asset.kompas.com/crops/O6Sp43ZplGmfWm1tdbgNffyLBGU=/96x11:924x563/230x153/data/photo/2017/04/17/195274571.jpg
