Judul Berita,Link Berita,Link Gambar
"Lowongan CPNS dan PPPK Kemendagri 2023: Jumlah Formasi, Link, Syarat, dan Cara Daftarnya",http://www.kompas.com/tren/read/2023/09/24/163000465/lowongan-cpns-dan-pppk-kemendagri-2023--jumlah-formasi-link-syarat-dan-cara,https://asset.kompas.com/crops/nbUxtJrFQhzpgk7oNCQw0iEJgAs=/0x10:589x403/490x326/data/photo/2023/09/24/650fd6694c10e.jpeg
"Kemendagri Buka Puluhan Formasi CPNS 2023, Simak Syarat dan Cara Daftarnya!",http://www.kompas.com/tren/read/2023/09/18/210000165/kemendagri-buka-puluhan-formasi-cpns-2023-simak-syarat-dan-cara-daftarnya-,https://asset.kompas.com/crops/zS59qLA3AFvAeECjmzVkYPHDql4=/100x0:880x520/230x153/data/photo/2023/09/18/650813d6f2ae5.png
"Link Pengumuman Hasil Akhir Pascasanggah CPNS BKN, Kemendagri, Kemenpan-RB",http://www.kompas.com/tren/read/2022/01/06/103000065/link-pengumuman-hasil-akhir-pascasanggah-cpns-bkn-kemendagri-kemenpan-rb,https://asset.kompas.com/crops/s8ecb_2Gmo1oquq9K_y9fDZWArs=/187x0:1200x675/230x153/data/photo/2021/11/16/61938bfc137fc.jpg
Link 11 Kementerian yang Sudah Umumkan Hasil SKD CPNS 2021,http://www.kompas.com/tren/read/2021/11/13/154955965/link-11-kementerian-yang-sudah-umumkan-hasil-skd-cpns-2021,https://asset.kompas.com/crops/nuCZsF5MLmZAzKH6TDwjMW0A1xg=/0x0:0x0/230x153/data/photo/2021/10/04/615a89d8d6138.jpg
"Kemendagri Buka 197 Formasi CPNS 2021, Simak Informasinya",http://www.kompas.com/tren/read/2021/07/02/110000865/kemendagri-buka-197-formasi-cpns-2021-simak-informasinya,https://asset.kompas.com/crops/KwbGc6lzW8NxFVsXwMoc4BA5lx8=/208x72:1072x648/230x153/data/photo/2021/07/02/60de6dbf42352.jpg
